date,symbol,open,high,low,close
2022-06-10,BTC,72.57,74.77,71.68,72.55
2022-06-09,BTC,71.7,72.62,70.51,72.57
2022-06-08,BTC,71.51,72.79,69.11,71.7
2022-06-07,BTC,68.51,73.49,68.51,71.51
2022-06-06,BTC,72.04,72.04,67.6,68.51
2022-06-05,BTC,70.96,72.04,69.44,72.04
2022-06-04,BTC,71.33,71.67,70.15,70.96
2022-06-03,BTC,73.43,74.3,70.84,71.33
2022-06-02,BTC,71.74,74.12,71.74,73.43
2022-06-01,BTC,73.06,76.81,71.89,74.75
2022-05-31,BTC,75.39,75.52,72.26,73.06
2022-05-30,BTC,81.2,81.42,72.12,75.39
2022-05-29,BTC,80.91,82.41,79.4,81.2
2022-05-28,BTC,84.72,84.78,80.7,80.91
2022-05-27,BTC,81.64,84.76,79.62,84.72
2022-05-26,BTC,82.57,90.14,80.25,81.63
2022-05-25,BTC,82.27,83.16,80.45,82.57
2022-05-24,BTC,82.54,84.5,80.65,82.27
2022-05-23,BTC,82.49,83.59,80.03,82.54
2022-05-22,BTC,84.12,84.95,82.16,82.49
2022-05-21,BTC,88.56,88.66,84.11,84.12
2022-05-20,BTC,91.11,93.33,83.02,88.56
2022-05-19,BTC,100.59,100.95,91.05,91.11
2022-05-18,BTC,89.74,100.59,87.3,100.59
2022-05-17,BTC,96.37,96.39,88.6,91.46
2022-05-16,BTC,92.34,97.55,92.29,96.37
2022-05-15,BTC,93.57,96.31,91.79,92.34
2022-05-14,BTC,99.67,99.79,92.63,93.57
2022-05-13,BTC,114.58,115.12,91.7,99.66
2022-05-12,BTC,101.25,139.73,99.57,114.58
2022-05-11,BTC,81.61,109.04,79.65,101.25
2022-05-10,BTC,84.92,88.51,76.95,81.61
2022-05-09,BTC,68.59,85.99,68.33,84.91
2022-05-08,BTC,64.87,68.62,64.87,68.59
2022-05-07,BTC,62.19,66.32,60.8,64.87
2022-05-06,BTC,63.13,65.06,59.8,62.19
2022-05-05,BTC,60.58,66.25,58.72,63.13
2022-05-04,BTC,64.92,64.98,60.32,60.58
2022-05-03,BTC,62.42,64.92,60.23,64.92
2022-05-02,BTC,62.44,63.23,59.72,62.42
2022-05-01,BTC,62.23,62.68,59.06,62.44
2022-04-30,BTC,60.54,62.25,57.03,62.23
2022-04-29,BTC,63.0,63.18,57.99,60.54
2022-04-28,BTC,60.38,63.55,59.78,63.0
2022-04-27,BTC,64.91,66.48,64.48,65.09
2022-04-26,BTC,65.57,67.36,63.58,66.78
2022-04-25,BTC,62.62,66.38,62.62,65.57
2022-04-24,BTC,61.34,62.92,60.9,62.62
2022-04-23,BTC,61.12,61.84,59.91,61.34
2022-04-22,BTC,63.51,63.64,59.99,61.12
2022-04-21,BTC,62.19,63.94,60.64,63.51
2022-04-20,BTC,62.46,62.62,61.32,62.19
2022-04-19,BTC,63.47,63.48,61.31,62.46
2022-04-18,BTC,63.59,64.91,62.62,63.47
2022-04-17,BTC,61.05,63.85,60.96,63.59
2022-04-16,BTC,60.4,61.06,60.03,61.05
2022-04-15,BTC,62.1,62.1,59.54,60.4
2022-04-14,BTC,63.61,63.62,60.07,62.1
2022-04-13,BTC,65.22,66.38,63.38,63.61
2022-04-12,BTC,68.28,68.41,65.09,65.22
2022-04-11,BTC,61.08,68.6,60.08,68.28
2022-04-10,BTC,59.72,61.24,57.0,61.08
2022-04-09,BTC,62.19,62.19,59.19,59.72
2022-04-08,BTC,61.74,62.56,59.28,62.19
2022-04-07,BTC,66.05,67.1,61.69,61.74
2022-04-06,BTC,62.88,66.63,62.87,66.05
2022-04-05,BTC,60.54,62.9,60.1,62.88
2022-04-04,BTC,59.47,61.87,59.46,60.54
2022-04-03,BTC,59.26,59.47,58.16,59.47
2022-04-02,BTC,59.54,59.94,58.55,59.26
2022-04-01,BTC,64.11,64.35,58.86,59.54
2022-03-31,BTC,61.7,64.11,61.7,64.11
2022-03-30,BTC,62.04,62.71,60.9,62.44
2022-03-29,BTC,63.04,63.08,61.6,62.04
2022-03-28,BTC,68.62,69.0,62.82,63.04
2022-03-27,BTC,66.62,70.33,65.75,68.62
2022-03-26,BTC,62.41,66.64,61.55,66.62
2022-03-25,BTC,65.47,65.92,61.98,62.41
2022-03-24,BTC,69.58,69.93,65.43,65.47
2022-03-23,BTC,71.19,71.4,69.5,69.58
2022-03-22,BTC,71.8,74.24,70.89,71.19
2022-03-21,BTC,72.67,73.75,71.33,71.8
2022-03-20,BTC,71.66,72.9,71.3,72.67
2022-03-19,BTC,70.75,71.66,69.74,71.66
2022-03-18,BTC,75.18,76.12,70.75,70.75
2022-03-17,BTC,81.79,82.02,75.05,75.18
2022-03-16,BTC,81.98,83.93,80.0,81.79
2022-03-15,BTC,82.43,83.74,80.69,81.98
2022-03-14,BTC,82.47,82.96,81.57,82.43
2022-03-13,BTC,81.13,83.05,80.34,82.47
2022-03-12,BTC,79.73,81.36,78.69,81.13
2022-03-11,BTC,80.13,80.84,77.41,79.73
2022-03-10,BTC,81.01,83.87,80.13,80.13
2022-03-09,BTC,80.93,81.28,78.69,81.01
2022-03-08,BTC,80.7,82.53,79.94,80.93
2022-03-07,BTC,79.72,80.7,78.14,80.7
2022-03-06,BTC,77.39,79.72,76.62,79.72
2022-03-05,BTC,79.28,79.28,76.65,77.39
2022-03-04,BTC,73.7,80.98,72.11,79.28
2022-03-03,BTC,73.79,76.27,73.1,73.7
2022-03-02,BTC,76.99,77.83,73.62,73.8
2022-03-01,BTC,77.47,78.05,74.66,76.99
2022-02-28,BTC,80.65,81.2,75.09,77.47
2022-02-27,BTC,72.49,81.07,72.29,80.65
2022-02-26,BTC,71.44,72.52,69.93,72.49
2022-02-25,BTC,79.88,79.88,69.99,71.44
2022-02-24,BTC,73.78,89.74,73.58,79.88
2022-02-23,BTC,71.56,74.3,71.25,73.78
2022-02-22,BTC,77.69,80.06,74.15,75.22
2022-02-21,BTC,73.92,78.19,70.08,77.69
2022-02-20,BTC,67.72,74.15,66.7,73.92
2022-02-19,BTC,68.83,69.01,67.36,67.72
2022-02-18,BTC,71.54,72.07,66.98,68.83
2022-02-17,BTC,68.07,72.84,65.15,71.54
2022-02-16,BTC,70.59,70.84,67.59,68.07
2022-02-15,BTC,72.16,72.26,69.41,70.59
2022-02-14,BTC,73.05,73.45,70.83,72.16
2022-02-13,BTC,71.32,73.05,70.52,73.05
2022-02-12,BTC,72.34,73.34,71.32,71.32
2022-02-11,BTC,70.81,73.37,66.71,72.34
2022-02-10,BTC,69.81,70.87,68.07,70.81
2022-02-09,BTC,70.27,71.02,69.64,69.81
2022-02-08,BTC,69.18,71.78,68.73,70.27
2022-02-07,BTC,70.69,72.27,69.14,69.18
2022-02-06,BTC,67.37,70.87,67.09,70.69
2022-02-05,BTC,70.15,71.9,62.85,67.37
2022-02-04,BTC,74.14,74.39,68.89,70.14
2022-02-03,BTC,75.0,75.03,72.53,74.14
2022-02-02,BTC,71.81,75.02,71.06,75.0
2022-02-01,BTC,70.99,71.84,69.59,71.81
2022-01-31,BTC,74.32,74.52,70.16,70.99
2022-01-30,BTC,75.18,75.25,71.79,74.32
2022-01-29,BTC,74.77,75.22,73.22,75.18
2022-01-28,BTC,80.14,80.28,73.49,74.77
2022-01-27,BTC,80.39,83.23,77.38,80.14
2022-01-26,BTC,81.26,82.26,78.66,80.39
2022-01-25,BTC,78.59,82.57,77.64,81.26
2022-01-24,BTC,77.29,87.93,76.25,78.59
2022-01-23,BTC,81.0,81.0,76.56,77.29
2022-01-22,BTC,77.79,82.31,72.52,81.0
2022-01-21,BTC,65.24,78.58,63.03,77.8
2022-01-20,BTC,65.96,65.99,59.41,65.24
2022-01-19,BTC,67.27,67.69,64.99,65.96
2022-01-18,BTC,65.23,67.38,63.8,67.27
2022-01-17,BTC,62.23,66.13,61.91,65.23
2022-01-16,BTC,62.95,65.58,61.86,62.22
2022-01-15,BTC,64.19,64.22,62.51,62.95
2022-01-14,BTC,67.51,67.62,64.15,65.13
2022-01-13,BTC,71.81,72.13,66.4,67.51
2022-01-12,BTC,75.37,75.94,70.71,71.81
2022-01-11,BTC,74.1,77.27,74.08,75.37
2022-01-10,BTC,73.5,75.83,72.63,74.1
2022-01-09,BTC,71.56,73.72,70.59,73.5
2022-01-08,BTC,73.86,73.92,70.97,71.56
2022-01-07,BTC,73.19,75.22,72.07,73.86
2022-01-06,BTC,75.64,76.17,72.22,73.19
2022-01-05,BTC,72.64,78.33,70.95,75.64
2022-01-04,BTC,71.94,73.49,70.16,72.52
2022-01-03,BTC,72.06,73.37,70.32,71.94
2022-01-02,BTC,70.91,72.67,69.07,72.06
2022-01-01,BTC,75.51,75.51,69.68,70.91
2021-12-31,BTC,80.68,82.64,74.65,75.51
2021-12-30,BTC,80.74,81.81,76.61,80.68
2021-12-29,BTC,76.7,80.9,76.5,80.73
2021-12-28,BTC,83.29,83.29,76.7,76.7
2021-12-27,BTC,80.26,83.39,78.51,83.29
2021-12-26,BTC,81.08,82.01,78.81,80.26
2021-12-25,BTC,82.57,82.71,77.85,81.08
2021-12-24,BTC,82.99,83.69,77.14,82.57
2021-12-23,BTC,82.99,83.5,80.96,82.99
2021-12-22,BTC,86.04,86.62,82.63,82.99
2021-12-21,BTC,87.31,88.72,85.06,86.04
2021-12-20,BTC,87.83,88.53,86.56,87.31
2021-12-19,BTC,87.43,88.23,84.56,87.83
2021-12-18,BTC,85.34,87.95,83.81,87.43
2021-12-17,BTC,86.78,87.26,84.57,85.34
2021-12-16,BTC,89.34,89.42,85.88,86.78
2021-12-15,BTC,92.34,92.38,89.19,89.34
2021-12-14,BTC,90.29,93.23,88.74,92.34
2021-12-13,BTC,92.25,92.41,89.52,90.29
2021-12-12,BTC,88.72,93.38,88.55,92.25
2021-12-11,BTC,89.98,91.18,88.47,88.72
2021-12-10,BTC,90.3,90.95,89.19,89.98
2021-12-09,BTC,88.39,90.52,88.34,90.3
2021-12-08,BTC,86.0,88.43,85.65,87.16
2021-12-07,BTC,86.84,88.62,85.57,86.0
2021-12-06,BTC,89.39,89.89,86.63,86.84
2021-12-05,BTC,87.29,90.56,86.98,89.39
2021-12-04,BTC,84.55,95.82,83.84,87.29
2021-12-03,BTC,85.26,85.51,81.21,84.55
2021-12-02,BTC,83.63,85.27,83.07,85.26
2021-12-01,BTC,84.08,84.4,81.56,83.64
2021-11-30,BTC,82.85,86.14,82.74,84.08
2021-11-29,BTC,86.32,86.52,81.95,82.85
2021-11-28,BTC,83.72,86.59,81.65,86.32
2021-11-27,BTC,86.06,86.06,83.03,83.72
2021-11-26,BTC,86.52,89.93,84.06,86.06
2021-11-25,BTC,90.42,90.42,86.05,86.52
2021-11-24,BTC,89.91,91.47,89.26,90.42
2021-11-23,BTC,88.98,90.19,86.18,89.91
2021-11-22,BTC,85.94,90.47,85.18,88.98
2021-11-21,BTC,85.44,86.91,83.67,85.94
2021-11-20,BTC,85.78,86.81,84.9,85.44
2021-11-19,BTC,90.12,91.85,85.39,85.78
2021-11-18,BTC,89.88,93.25,87.15,90.12
2021-11-17,BTC,87.28,90.05,86.37,89.88
2021-11-16,BTC,85.04,90.35,85.04,87.28
2021-11-15,BTC,87.22,87.67,84.6,85.04
2021-11-14,BTC,87.74,88.15,86.26,87.22
2021-11-13,BTC,88.44,88.44,85.25,87.74
2021-11-12,BTC,85.23,89.09,84.14,88.44
2021-11-11,BTC,86.36,86.5,83.79,85.23
2021-11-10,BTC,84.68,87.17,84.23,86.36
2021-11-09,BTC,86.69,87.72,84.33,84.68
2021-11-08,BTC,86.59,88.92,86.05,86.69
2021-11-07,BTC,87.07,87.47,86.2,86.59
2021-11-06,BTC,85.71,87.66,84.31,87.07
2021-11-05,BTC,84.73,86.93,82.9,85.71
2021-11-04,BTC,85.84,86.54,83.99,84.73
2021-11-03,BTC,87.23,87.56,84.41,85.84
2021-11-02,BTC,85.45,88.22,85.33,87.23
2021-11-01,BTC,87.64,88.47,84.77,85.45
2021-10-31,BTC,87.17,88.8,87.1,87.64
2021-10-30,BTC,87.58,87.93,86.51,87.17
2021-10-29,BTC,89.87,90.02,84.59,87.58
2021-10-28,BTC,88.46,89.87,85.94,89.87
2021-10-27,BTC,89.01,90.24,87.39,88.45
2021-10-26,BTC,84.45,89.13,83.58,89.01
2021-10-25,BTC,89.88,90.1,84.38,84.45
2021-10-24,BTC,86.31,90.23,85.65,89.88
2021-10-23,BTC,86.73,87.52,84.3,86.31
2021-10-22,BTC,87.82,88.57,85.19,86.73
2021-10-21,BTC,93.04,93.79,91.09,92.52
2021-10-20,BTC,94.15,95.23,93.0,93.04
2021-10-19,BTC,92.4,94.15,91.33,94.15
2021-10-18,BTC,89.66,92.4,89.48,92.4
2021-10-17,BTC,86.8,89.71,86.8,89.66
2021-10-16,BTC,90.71,91.69,85.6,86.8
2021-10-15,BTC,97.87,104.26,90.46,90.71
2021-10-14,BTC,95.0,98.29,91.45,97.87
2021-10-13,BTC,93.37,95.01,91.43,95.0
2021-10-12,BTC,90.49,94.07,89.74,93.37
2021-10-11,BTC,89.23,90.89,89.19,90.49
2021-10-10,BTC,87.42,89.92,87.16,89.23
2021-10-09,BTC,88.19,88.25,87.2,87.42
2021-10-08,BTC,88.13,89.01,85.71,88.19
2021-10-07,BTC,89.38,90.46,87.07,88.13
2021-10-06,BTC,92.68,92.7,88.61,89.38
2021-10-05,BTC,89.62,92.81,88.5,92.68
2021-10-04,BTC,85.56,89.94,85.18,89.62
2021-10-03,BTC,83.97,85.57,83.81,85.56
2021-10-02,BTC,85.83,85.83,81.68,83.97
2021-10-01,BTC,90.97,91.54,82.64,85.84
2021-09-30,BTC,91.77,92.74,89.42,90.97
2021-09-29,BTC,92.27,92.83,90.23,91.77
2021-09-28,BTC,89.25,93.27,87.76,92.27
2021-09-27,BTC,89.12,89.55,86.0,89.25
2021-09-26,BTC,85.88,89.49,83.43,89.12
2021-09-25,BTC,86.92,87.38,84.54,85.88
2021-09-24,BTC,83.84,91.7,79.91,86.92
2021-09-23,BTC,88.73,89.48,83.29,83.84
2021-09-22,BTC,96.26,96.8,88.51,88.73
2021-09-21,BTC,91.24,96.41,91.15,96.26
2021-09-20,BTC,85.72,92.4,85.08,91.76
2021-09-19,BTC,84.7,85.86,82.76,85.72
2021-09-18,BTC,82.35,85.27,81.35,84.7
2021-09-17,BTC,84.17,84.22,81.2,82.35
2021-09-16,BTC,90.32,90.61,84.03,84.17
2021-09-15,BTC,90.9,91.03,89.48,90.32
2021-09-14,BTC,92.14,92.38,90.53,90.9
2021-09-13,BTC,92.13,93.55,91.46,92.14
2021-09-12,BTC,89.46,92.3,87.79,92.13
2021-09-11,BTC,90.57,90.74,88.53,89.46
2021-09-10,BTC,91.95,92.11,89.09,90.57
2021-09-09,BTC,92.31,92.68,90.8,91.95
2021-09-08,BTC,95.16,95.75,90.89,92.31
2021-09-07,BTC,92.86,97.38,90.7,95.16
2021-09-06,BTC,93.37,94.19,91.05,92.86
2021-09-05,BTC,91.3,94.61,91.08,93.37
2021-09-04,BTC,90.15,91.5,89.71,91.3
2021-09-03,BTC,92.82,92.98,89.6,90.15
2021-09-02,BTC,93.65,97.1,92.82,92.82
2021-09-01,BTC,91.08,94.08,90.96,93.65
2021-08-31,BTC,92.08,92.36,90.89,91.08
2021-08-30,BTC,90.6,92.09,89.26,92.08
2021-08-29,BTC,90.11,92.06,89.51,90.6
2021-08-28,BTC,90.92,90.96,88.87,90.11
2021-08-27,BTC,93.87,94.35,87.96,90.92
2021-08-26,BTC,93.62,94.46,88.82,93.87
2021-08-25,BTC,92.85,93.78,90.22,93.62
2021-08-24,BTC,93.64,93.72,90.98,92.85
2021-08-23,BTC,94.83,95.28,92.94,93.64
2021-08-22,BTC,92.71,94.83,90.85,94.83
2021-08-21,BTC,93.06,94.06,92.36,92.71
2021-08-20,BTC,94.5,95.39,91.5,93.06
2021-08-19,BTC,95.81,96.27,93.15,94.5
2021-08-18,BTC,96.67,97.81,94.16,95.81
2021-08-17,BTC,98.3,98.54,95.22,96.68
2021-08-16,BTC,98.69,99.38,97.61,98.3
2021-08-15,BTC,97.48,98.69,96.68,98.69
2021-08-14,BTC,100.3,100.32,97.25,97.48
2021-08-13,BTC,98.06,100.95,93.79,100.3
2021-08-12,BTC,100.52,101.79,97.55,98.06
2021-08-11,BTC,103.35,103.64,100.33,100.53
2021-08-10,BTC,106.97,108.01,103.35,103.35
2021-08-09,BTC,95.99,107.37,95.78,106.97
2021-08-08,BTC,97.27,97.84,95.48,95.99
2021-08-07,BTC,93.62,97.27,92.3,97.27
2021-08-06,BTC,96.09,96.09,90.97,93.62
2021-08-05,BTC,91.94,96.61,91.45,96.09
2021-08-04,BTC,89.04,92.15,88.9,91.94
2021-08-03,BTC,88.52,91.4,88.35,89.04
2021-08-02,BTC,89.3,91.09,88.07,88.52
2021-08-01,BTC,89.55,90.51,87.33,89.3
2021-07-31,BTC,93.48,94.59,87.23,89.55
2021-07-30,BTC,93.24,94.19,86.32,93.49
2021-07-29,BTC,95.68,95.76,91.62,93.24
2021-07-28,BTC,91.84,96.55,91.84,95.68
2021-07-27,BTC,87.68,91.84,84.94,91.84
2021-07-26,BTC,83.9,91.63,83.9,87.68
2021-07-25,BTC,81.31,84.14,81.0,83.9
2021-07-24,BTC,81.75,82.48,79.57,81.31
2021-07-23,BTC,84.64,84.74,79.9,81.75
2021-07-22,BTC,87.86,87.86,84.31,84.64
2021-07-21,BTC,91.49,91.49,86.96,87.86
2021-07-20,BTC,88.46,92.68,88.1,91.49
2021-07-19,BTC,83.52,88.52,83.3,88.46
2021-07-18,BTC,82.78,83.58,81.64,83.52
2021-07-17,BTC,82.59,84.16,81.66,82.78
2021-07-16,BTC,85.55,86.32,82.37,82.59
2021-07-15,BTC,86.97,87.05,84.27,85.55
2021-07-14,BTC,90.81,91.28,86.64,86.97
2021-07-13,BTC,90.51,91.37,89.34,90.81
2021-07-12,BTC,88.71,91.18,88.19,90.51
2021-07-11,BTC,90.57,90.75,88.42,88.71
2021-07-10,BTC,90.89,91.62,89.23,90.57
2021-07-09,BTC,94.43,95.11,90.64,90.89
2021-07-08,BTC,95.19,95.84,93.22,94.43
2021-07-07,BTC,95.74,95.82,93.77,94.93
2021-07-06,BTC,96.39,96.57,94.45,95.74
2021-07-05,BTC,95.89,99.59,94.84,96.39
2021-07-04,BTC,98.02,98.12,95.77,95.89
2021-07-03,BTC,99.23,101.39,96.5,98.02
2021-07-02,BTC,102.38,103.34,98.72,99.23
2021-07-01,BTC,103.8,105.94,101.96,102.38
2021-06-30,BTC,98.86,106.36,98.79,104.51
2021-06-29,BTC,104.3,105.03,98.06,98.86
2021-06-28,BTC,106.41,107.23,103.85,104.3
2021-06-27,BTC,106.7,106.87,103.38,106.41
2021-06-26,BTC,105.3,110.25,104.15,106.7
2021-06-25,BTC,97.58,105.37,97.11,105.3
2021-06-24,BTC,102.21,103.01,99.21,100.99
2021-06-23,BTC,107.01,107.59,99.01,102.21
2021-06-22,BTC,106.23,117.76,105.11,107.01
2021-06-21,BTC,95.63,106.3,94.1,106.23
2021-06-20,BTC,91.89,100.71,90.35,95.63
2021-06-19,BTC,94.72,94.72,89.88,91.89
2021-06-18,BTC,95.28,99.86,94.1,94.73
2021-06-17,BTC,95.25,95.66,92.08,95.28
2021-06-16,BTC,96.77,97.16,92.97,95.25
2021-06-15,BTC,98.88,99.31,95.83,96.77
2021-06-14,BTC,102.86,103.04,96.73,98.88
2021-06-13,BTC,99.39,103.97,97.25,102.86
2021-06-12,BTC,97.22,99.49,97.19,99.39
2021-06-11,BTC,99.46,99.72,95.96,97.22
2021-06-10,BTC,105.82,105.9,98.95,99.46
2021-06-09,BTC,111.04,111.9,105.08,105.82
2021-06-08,BTC,108.32,117.07,107.37,111.04
2021-06-07,BTC,105.93,108.4,99.89,108.32
2021-06-06,BTC,108.52,108.96,104.86,105.93
2021-06-05,BTC,102.91,108.73,102.67,108.52
2021-06-04,BTC,99.19,107.61,99.07,102.91
2021-06-03,BTC,103.17,103.19,97.28,99.19
2021-06-02,BTC,108.23,108.63,101.89,103.17
2021-06-01,BTC,106.47,108.65,105.36,108.23
2021-05-31,BTC,123.61,124.19,106.4,106.47
2021-05-30,BTC,125.53,130.81,123.07,123.61
2021-05-29,BTC,122.55,129.82,119.43,129.3
2021-05-28,BTC,107.26,123.33,107.25,122.55
2021-05-27,BTC,117.02,119.91,106.59,107.26
2021-05-26,BTC,122.03,124.4,116.69,117.02
2021-05-25,BTC,125.12,131.69,124.43,129.11
2021-05-24,BTC,156.2,156.2,121.77,125.12
2021-05-23,BTC,140.05,167.83,138.11,156.2
2021-05-22,BTC,139.98,144.79,135.44,140.05
2021-05-21,BTC,119.77,145.01,112.2,139.98
2021-05-20,BTC,124.84,132.06,112.56,119.77
2021-05-19,BTC,117.01,144.63,115.28,124.83
2021-05-18,BTC,123.01,123.01,112.83,117.01
2021-05-17,BTC,105.28,158.72,104.94,123.02
2021-05-16,BTC,102.85,112.08,97.97,105.28
2021-05-15,BTC,98.46,103.82,97.57,102.85
2021-05-14,BTC,90.72,101.15,90.37,98.46
2021-05-13,BTC,93.87,103.81,89.19,92.9
2021-05-12,BTC,86.27,94.13,82.91,93.86
2021-05-11,BTC,90.26,90.54,84.91,86.27
2021-05-10,BTC,86.05,91.57,85.67,90.26
2021-05-09,BTC,83.57,86.08,83.57,86.05
2021-05-08,BTC,80.56,86.04,79.23,83.57
2021-05-07,BTC,82.14,83.05,78.3,80.56
2021-05-06,BTC,84.39,85.36,80.31,82.14
2021-05-05,BTC,87.96,88.2,83.51,84.39
2021-05-04,BTC,81.79,88.18,81.79,87.96
2021-05-03,BTC,79.09,82.3,75.18,81.79
2021-05-02,BTC,76.15,80.63,74.93,79.09
2021-05-01,BTC,75.09,76.32,73.64,76.15
2021-04-30,BTC,80.2,80.65,73.95,75.09
2021-04-29,BTC,76.96,80.62,75.8,80.2
2021-04-28,BTC,77.53,79.2,75.52,76.96
2021-04-27,BTC,82.66,82.66,74.21,77.53
2021-04-26,BTC,93.46,93.57,80.3,82.66
2021-04-25,BTC,94.08,95.78,91.15,93.46
2021-04-24,BTC,89.31,94.28,85.95,94.08
2021-04-23,BTC,87.39,96.28,87.39,89.31
2021-04-22,BTC,83.0,95.93,76.69,87.39
2021-04-21,BTC,82.96,83.55,80.11,83.0
2021-04-20,BTC,83.2,84.97,80.79,82.96
2021-04-19,BTC,88.4,89.25,82.29,83.2
2021-04-18,BTC,74.43,92.45,74.27,88.4
2021-04-17,BTC,77.67,77.67,72.89,74.43
2021-04-16,BTC,77.08,79.26,74.98,77.67
2021-04-15,BTC,83.85,84.25,76.12,77.08
2021-04-14,BTC,88.64,88.67,83.41,83.85
2021-04-13,BTC,84.5,89.14,84.46,88.64
2021-04-12,BTC,82.61,84.81,78.98,84.5
2021-04-11,BTC,81.54,83.08,79.38,82.61
2021-04-10,BTC,77.07,83.3,76.93,81.54
2021-04-09,BTC,74.32,77.54,72.19,77.07
2021-04-08,BTC,78.78,79.0,72.79,74.31
2021-04-07,BTC,81.01,81.14,78.36,78.78
2021-04-06,BTC,80.22,81.3,79.67,81.01
2021-04-05,BTC,82.42,82.6,78.73,80.22
2021-04-04,BTC,81.28,82.42,79.7,82.42
2021-04-03,BTC,81.28,82.23,80.55,81.29
2021-04-02,BTC,82.38,83.77,78.59,81.28
2021-04-01,BTC,86.45,86.63,81.2,82.38
2021-03-31,BTC,85.08,86.82,83.74,86.45
2021-03-30,BTC,83.71,86.36,82.0,85.08
2021-03-29,BTC,79.07,83.74,78.88,83.71
2021-03-28,BTC,79.69,81.28,78.2,79.07
2021-03-27,BTC,84.52,84.6,77.81,79.69
2021-03-26,BTC,89.74,89.74,80.22,84.52
2021-03-25,BTC,95.03,97.43,87.25,89.74
2021-03-24,BTC,84.8,95.94,80.52,95.04
